epoch,acc,loss,lr,val_acc,val_loss
71,0.9747493502113662,0.5058484463898878,0.0003162278,0.9744444444444444,0.4941843455367618
72,0.9725213516524323,0.5118410618629236,0.0003162278,0.9866666666666667,0.45373835921287536
73,0.9896026736203508,0.45144308396887256,0.000100000005,1.0,0.414173197084003
74,0.9929446713702191,0.44270404055576273,0.000100000005,1.0,0.4079927682876587
75,0.9959153360564427,0.42838732374232363,0.000100000005,1.0,0.40323206530676947
76,0.9974006684216876,0.4212586605278834,0.000100000005,1.0,0.4025611731741163
77,0.9951726699070199,0.4220131870498898,0.000100000005,1.0,0.3976425666279263
78,0.9970293353137765,0.4132038651126227,0.000100000005,1.0,0.39459432509210374
79,0.9981433345711103,0.4068819121428241,0.000100000005,1.0,0.39194303631782534
80,0.9988860007869326,0.40542003836633544,0.000100000005,1.0,0.3893336794111464
81,0.9951726699070199,0.41230448154193783,0.000100000005,0.9988888888888889,0.39176386660999724
82,0.9959153360619759,0.4109759082857933,0.000100000005,1.0,0.38479343983862135
83,0.9940586706496861,0.4123830511319429,0.000100000005,1.0,0.3835209786891937
84,0.9974006683995544,0.4000691020196581,0.000100000005,1.0,0.3809663575225406
85,0.9962866691532871,0.39812362295873893,0.000100000005,1.0,0.37806374248531127
86,0.9922794117647059,0.410628738824059,0.000100000005,1.0,0.3769276191128625
87,0.9966580022279985,0.39062632062025243,0.000100000005,1.0,0.3741555839114719
88,0.9955440030149311,0.39566211416249464,0.000100000005,1.0,0.3724618991216024
89,0.9966580022722649,0.3920072593345458,0.000100000005,1.0,0.3704524914423625
90,0.9962866691643537,0.3895484840520199,0.000100000005,1.0,0.36867854674657186
91,0.9966580022279985,0.38156883063875874,0.000100000005,1.0,0.3659835415416294
92,0.9970293353359096,0.383834845197276,0.000100000005,1.0,0.3638862494627635
93,0.9981433345711103,0.37613502827622036,0.000100000005,1.0,0.3613026483853658
94,0.9977720014853323,0.37251614723070997,0.000100000005,1.0,0.359155054224862
95,0.9977720015074655,0.3739264741335223,0.000100000005,1.0,0.3571852417786916
96,0.9985146676568882,0.368400475038634,0.000100000005,1.0,0.3546306941244337
97,0.9966580022501317,0.3719287430580513,0.000100000005,1.0,0.3529849804772271
98,0.9977720015074655,0.3661468671105672,0.000100000005,1.0,0.35126515097088284
99,0.9992573338284441,0.3602041664550263,0.000100000005,1.0,0.34859381794929506
